,Name,Price,Sold_out,Location
975,(哈根达斯冰淇淋桶 ) Highgen-Dass ไอติมแท่งกรอบ ขนมไอศกรีมสอดไส้บิสกิต [ถูกที่สุด พร้อมส่ง] มี3 รสชาติ,75.0,346.0,จังหวัดกรุงเทพมหานคร
976,ขนมลา ขนมลาแผ่นนิ่ม ขนมพื้นบ้านนครศรีธรรมราช ของดีภาคใต้ ทำสดใหม่ทุกวัน มีบริการเก็บเงินปลายทาง,37.0,173.0,จังหวัดนครศรีธรรมราช
977,ขนมยุค90ขนมโบราณขนมหาทานยากยิ้ม ยิ้มขนมปังจิ้มครีมรสโกโก้2บ.แพค12ซอง,25.0,143.0,จังหวัดพิษณุโลก
978,ขนมโบราณยุค90ทุกอย่าง10บาท #พร้อมส่ง,10.0,42000.0,จังหวัดสมุทรปราการ
979,คุ้มสุดคุ้ม กล่องสุ่มขนมนำเข้าจากประเทศจีนพรีเมี่ยม🍪🍰,99.0,3.0,จังหวัดกรุงเทพมหานคร
980,"ช็อกบอลวาลา,ขนมสุดฮิต,ไส้เน้นๆอร่อยสุดๆ",15.0,519.0,จังหวัดเชียงราย
981,"ขนมลูกเต๋าไส้ถั่วสูตรโบราณ,ขนมลูกเต๋า แพ็ค 10 ชิ้น,ขนมอร่อยเมืองเพชรบุรี",35.0,129000.0,จังหวัดเพชรบุรี
982,Choco&cofee บิสกิต ขนมยุค90,49.0,28000.0,จังหวัดสงขลา
983,ชีสอ๊ะห์ 🧀ahh cheese nabati ขนมข้าวโพดอบกรอบเคลือบชีสสอดใส้ชีส อ๊ะห์ AHH CHEESE ข้าวโพดอบกรอบชีส ahh ข้าวโพดอบกรอบรสชีส,45.0,780.0,จังหวัดสงขลา
984,ขนมดังบนอินเทอร์เน็ต คุกกี้ป๊อปปิ้ง บิสกิตลูกเล็ก นุ่มกรอบและสอดไส้ด้วยช็อกโกแลต 3 รสชาติ 爆浆曲奇小丸子,6.0,491.0,จังหวัดปทุมธานี
985,ถูกสุด‼️ ข้าวซอยตัด ตรา99 (6รส) ขนมของฝากภาคเหนือ ส่งตรงจากโรงงาน,23.0,892.0,จังหวัดลำพูน
986,American Candy & Snacks Mystery Box ขนม usa,200.0,24.0,จังหวัดกรุงเทพมหานคร
987,evephneney ช็อคโก้บอลลาวา ลาวา ช็อก สอดไส้ ช็อคโกแลตสอดไส้นม เข้มข้นลงตัวฝุดๆ ขนมของคนดัง ✔️300g,75.0,35000.0,จังหวัดกรุงเทพมหานคร
988,พร้อมส่ง‼️ขนมเบื้องแยกเครื่อง กระต่ายขนมเบื้องDIY  ครีมแน่น กรอบนาน หวานน้อย,40.0,71000.0,จังหวัดกรุงเทพมหานคร
989,(แบ่งขาย) ขนมชีสบอล/ซุปเปอริง ขนาด 14 กรัม,5.0,162000.0,จังหวัดสงขลา
990,180 ชิ้น ขนมถุงเสือ ขนมหมู ขนมหมูสุ่ม ถุงขนมสุ่มหมู ถุงสุ่มขนม ขนมถุงหมูพิมรี่พาย ของขวัญ,230.0,14.0,จังหวัดระยอง
991,ขนม SquidGame แกะน้ำตาล #แกะเพลินแกะสนุก#พร้อมจัดส่งทุกวัน,33.0,77.0,จังหวัดนนทบุรี
992,ขนมปี๊บแบ่ง ขนมสร้างรายได้ ให้ปริมาณขนมเยอะ ราคาถูก คละได้ 🔥 มีขนมมากกว่าในรูป กดดูในตัวเลือกสินค้าได้เลยค่ะ,12.0,675.0,จังหวัดสงขลา
993,🎉พร้อมส่ง🍪บีสกิตหมีมินิ🐻เทดดี้แสนอร่อย😋แบ่งขาย ขั้นต่ำ5ห่อ🍬แพคถุงซีลน่ารัก🔆ของว่าง🎉ขนม🥯ของขวัญ🍫บีสกิตเนยนม 🍩บีสกิตช็อกโก,1.0,228000.0,จังหวัดปทุมธานี
994,Imperial อิมพีเรียล บัตเตอร์คุกกี้ สูตรเดนมาร์ก (กระป๋องเตี้ย) 200 ก. (ขนมของขวัญ),76.0,400.0,จังหวัดสมุทรปราการ
995,พร้อมส่ง！！ของแท้！！ ปลอดภัย100% ขนมทำเอง DIY ขนมDIY เสริมสมาธิ เสริมจิตนาการ ของเล่นกินได้ อร่อย สนุก มีราคาส่ง,86.0,465.0,จังหวัดกรุงเทพมหานคร
996,🚨 1 ชิ้น Ahh ขนมข้าวโพดอบกรอบ ชีสแท่ง เคลือบชีส สอดไส้ชีส เคลือบช็อกโกแลต ขนมชีส ชีสแท่ง ข้าวโพดชีส ขนมมาเลย์ ช็อกโกแลต,3.0,305.0,จังหวัดกรุงเทพมหานคร
997,เบงเบง เวเฟอร์เคลือบ ขนาด 300/264 กรัม (กล่องx12ซอง) เลือกรสชาติได้ (ขนม),49.0,44.0,จังหวัดฉะเชิงเทรา
998,พร้อมส่ง ขนมมันหนึบ มันหวาน มันม่วงหนึบ ถุงใหญ่ขนาด500g📌📌,69.0,92.0,จังหวัดกรุงเทพมหานคร
999,ขนมผูกรักไส้ปลาทรงเครื่อง (120 กรัม) กรอบ อร่อย,33.0,78000.0,จังหวัดสตูล
1000,ขนมเส้นหรือล่าเถียว พร้อมทาน(卫龙亲嘴烧、辣条) #พร้อมส่ง# ล่าเถียวเป็นขนมยอดฮิตจากจีน เหมาะสำหรับทานเป็นของว่างหรือกับแกล้ม,5.0,16000.0,จังหวัดกรุงเทพมหานคร
1001,"กล่องสุ่มขนม 9DIAMOND📦 ( ไซส์ S,M,L,XL )",99.0,183.0,จังหวัดขอนแก่น
1002,ขนม แครกเกอร์ มอลคิสท์ บิสกิต Malkist 18 กรัม * 24 ชิ้น บาบิคิว สาหร่าย ออริจินอล,46.0,86.0,จังหวัดเชียงใหม่
1003,เนยกรอบ 5รสชาติ ขนมเนยกรอบ(11-12ชิ้น),20.0,284.0,จังหวัดปทุมธานี
1004,🍦 ขนมไอติมโคนช็อกโกแลต 3 รสชาติ  Chocolate vanila และ Strawberry สอดไส้โอริโอ้ สินค้ามาใหม่ต้องลอง อร่อย แน่นอน 🍦,72.0,88000.0,จังหวัดสงขลา
1005,ขนมโอ๊ตอัดแท่ง 👉 OAT CHOCO 80g ขนมข้าวโอ๊ตอัดแท่ง(Twin Fish) อร่อยกรุบกรอบ ขนมข้าวโอ๊ตอัดแท่ง ขนมข้าวโอ้ตธัญพืชอัดแท่ง,25.0,159.0,จังหวัดสงขลา
1006,Lot ล่าสุด11/ 2022 Nims crispy Choco tub  นำเข้ามาเลเซีย ขนมเคลือบชอคโกแลต ขนมทานเล่น ชอคโก้คริสปี้,85.0,66000.0,จังหวัดสงขลา
1007,ขนมทิวลี่ทวิน 2 บาท ยกแพ็ค 24 ชิ้น,41.0,176.0,จังหวัดสุรินทร์
1008,ขนมยุค90ขนมโบราณเวเฟอร์ตราเซียงไฮแพค15ชิ้น,18.0,856.0,จังหวัดพิษณุโลก
1009,ดัลโกน่า ทัลโกน่า ขนมสุดฮิต squid game (คละลาย)สูตรเกาหลีแท้ ❗❗พร้อมส่งเเล้ว❗❗,14.0,0.0,จังหวัดสมุทรสาคร
1010,ขนมครีมฮอร์น CREAMHORN,35.0,0.0,จังหวัดนครราชสีมา
1011,(พร้อมส่ง‼️) บราวนี่ทูโก🍫 ขนมบราวนี่อบกรอบ ปริมาณ 20 กรัม,15.0,12000.0,จังหวัดกรุงเทพมหานคร
1012,chick : คุ้กกี้มันหวาน (ต้องแช่เย็น) ไร้แป้ง ไร้น้ำตาล(บางรส) นุ่มหนึบ ขนมคลีน chicknkitchen สั่งซื้อขั้นต่ำ150.-,29.0,65000.0,จังหวัดกรุงเทพมหานคร
1013,มิสดรีม คอนเฟล็ค คอนเฟล็ค คอร์นเฟล็ก ขนมปังเนยหนึบ ปังเนย ปังเนยหนึบ บราวนี่ บราวนี่กรอบ สติ๊กกี้ MsDream วอฟเฟอร์ ขนม,35.0,528.0,จังหวัดกรุงเทพมหานคร
1014,🎉(ถูกมาก) Glico Pocky ป๊อกกี้ญี่ปุ่น นำเข้า ขนมยอดนิยม ขนมญี่ปุ่น กรอบ อร่อย 😍,49.0,6000.0,จังหวัดนนทบุรี
1015,ถั่วกรอบแก้ว ถั่วเคลือบน้ำตาล ถั่วลิสง ถั่วกรอบแก้วโรยเกลือ ถั่วและธัญพืช ขนมทานเล่น  อบกรอบ ถั่วกรอบแก้วเม็ดใหญ่,26.0,10000.0,จังหวัดกรุงเทพมหานคร
1016,ปลาหวาน หวานตัวปลาเจ้าเก่าปากน้ำปราณ 150g 💥3 ห่อ 100 บ💥 ปลาหวาน อร่อยชุ่มฉ่ำ หอมเนื้อนุ่ม ไม่คาว ไม่เหม็นหืน (อาหารแห้ง),35.0,66000.0,จังหวัดประจวบคีรีขันธ์
1017,Kanta พร้อมส่งจากไทย ผักและผลไม้อบกรอบ 12 ชนิด ขนาด250g ผักและผลไม้รวมอบแห้ง กระเจี๊ยบเขียวผัก ผักอบกรอบ ธัญพืช ขนม ผักอ,39.0,16000.0,จังหวัดกรุงเทพมหานคร
1018,[ขายดี] Euro ขนมพายสอดไส้ ตรายูโร่ ช็อกโกพาย-แยมราสเบอร์รี่144 กรัม,45.0,446000.0,จังหวัดสมุทรปราการ
1019,ปลาหวาน ปลาหวานตัว เกรด A เนื้อปลา90% ผลิตจากเนื้อปลาไล้กอแท้ ปลาทะเลสด สะอาด 3 รส อร่อย 5 ดาว  คุณภาพส่งออก,29.0,56000.0,จังหวัดราชบุรี
1020,Dark Chocolate ช็อกโกแลตแท้ 50% ปริมาร 60 กรัม Chocobeans,119.0,711.0,จังหวัดกรุงเทพมหานคร
1021,[ลูกค้าใหม่ 1 บาท]‼️New‼️ บราวนี่ถาด 1 ปอนด์ คลาสสิคบราวนี่ ไม่มีไขมันทรานส์ บราวนี่พิซซ่า,87.0,45000.0,จังหวัดขอนแก่น
1022,เม็ดมะม่วงหิมพานต์อบ ขนาด500กรัม เม็ดเต็ม เกรดB อบสดใหม่หอมอร่อย #เม็ดมะม่วงหิมพานต์,139.0,522000.0,จังหวัดสตูล
1023,ช๊อกโกแลตสอดไส้สตอเบอรี่สุดฮิตจากญี่ปุ่น 60กรัม มี3รส นม ชาเขียว ช๊อกโกแลต,35.0,191000.0,จังหวัดกรุงเทพมหานคร
1024,[ขายดี] MALEE เงาะกระป๋อง ขนาด 8.25 oz  234g.,48.0,159000.0,จังหวัดสมุทรปราการ
1025,fluorine  ขนมถุงสุ่ม กว่า100 ชนิด ขนมหมูสุ่ม  ถุงสุ่มขนม ขนมกินเล่นถูกๆ ถุงสุ่มขนม ขนมถุงสุ่ม ขนมขบเคี้ยว ขนมทานเล่น ถุงเซอร์ไพร์ ห่อยักษ์ใหญ่,243.0,62.0,ต่างประเทศ
1026,ขนมโยเกิร์ตก้อน โยเกิร์ตกรอบ ขนมอร่อย โยเกิร์ตสมูทตี้อบกรอบ เปรี้ยวหวาน กรอบฟู 45g,45.0,951.0,จังหวัดกรุงเทพมหานคร
1027,N Waffle 🧇 ขนมวาฟเฟิลเบลเยี่ยมพร้อมทาน 1 ชิ้น (ผลิตสดใหม่ตามออเดอร์ ชิ้นใหญ่คุ้มค่า),19.0,31000.0,จังหวัดกรุงเทพมหานคร
1028,ขนมสอดไส้ครีมรส ช็อคโกแลต triangle snack ไตรแองเกิล สแน็ค 8 กรัม x 24 ชิ้น ตรา แดท แดท,44.0,739.0,จังหวัดเชียงใหม่
1029,🔥 พร้อมส่ง🔥 คุ้กกี้พระราชวัง (หลอด) white castle จากมาเล เวเฟอร์พระราชวัง ขนมโอโจ้,32.0,4000.0,จังหวัดสงขลา
1030,‼️New‼️Matcha Green Tea Brownies 🍵ขนม มัทฉะบราวนี่ บราวนี่ชาเขียว หวานน้อย ไร้ไขมันทรานส์ ดีต่อสุขภาพ,19.0,3000.0,จังหวัดขอนแก่น
1031,🔥ราคาพิเศษ🔥ไฮโคล่าลูกอมอัดเม็ดขนมฮิต ทุบก่อนกิน พ่นควัน เเพ็ค( 24 ซอง ) เเผงเเขวน✅,22.0,14000.0,จังหวัดสุพรรณบุรี
1032,[4.4 โค้ด 44FMCG120 ลด12%]🎉พร้อมส่ง🎉Hershey's Moji cookei เฮอร์ชี่โมจิ คุ๊กกี้ ขนมเกาหลี คุ๊กกี้นุ่มสอดไส้ โมจิ อร่อย สไ,165.0,459.0,จังหวัดระยอง
1033,NEW‼️ขนมยอดฮิต Black cookies คุกกี้ดับเบิ้ลช็อคโกแลต มี 2 ไส้ ดาร์คช็อค ไวท์ช็อค 9 ชิ้น พร้อมส่ง❤️,99.0,202.0,จังหวัดกรุงเทพมหานคร
1034,รสเผ็ดเป็ดคอ ขนมรสหมาล่า 42g 亲零嘴 风干鸭脖,18.0,127000.0,จังหวัดสมุทรปราการ
1035,(哈根达斯冰淇淋桶 ) Highgen-Dass ไอติมแท่งกรอบ ขนมไอศกรีมสอดไส้บิสกิต [ถูกที่สุด พร้อมส่ง] มี3 รสชาติ,75.0,346.0,จังหวัดกรุงเทพมหานคร
1036,ขนมลา ขนมลาแผ่นนิ่ม ขนมพื้นบ้านนครศรีธรรมราช ของดีภาคใต้ ทำสดใหม่ทุกวัน มีบริการเก็บเงินปลายทาง,37.0,173.0,จังหวัดนครศรีธรรมราช
1037,ขนมยุค90ขนมโบราณขนมหาทานยากยิ้ม ยิ้มขนมปังจิ้มครีมรสโกโก้2บ.แพค12ซอง,25.0,143.0,จังหวัดพิษณุโลก
1038,ขนมโบราณยุค90ทุกอย่าง10บาท #พร้อมส่ง,10.0,42000.0,จังหวัดสมุทรปราการ
1039,คุ้มสุดคุ้ม กล่องสุ่มขนมนำเข้าจากประเทศจีนพรีเมี่ยม🍪🍰,99.0,3.0,จังหวัดกรุงเทพมหานคร
1040,"ช็อกบอลวาลา,ขนมสุดฮิต,ไส้เน้นๆอร่อยสุดๆ",15.0,519.0,จังหวัดเชียงราย
1041,"ขนมลูกเต๋าไส้ถั่วสูตรโบราณ,ขนมลูกเต๋า แพ็ค 10 ชิ้น,ขนมอร่อยเมืองเพชรบุรี",35.0,129000.0,จังหวัดเพชรบุรี
1042,Choco&cofee บิสกิต ขนมยุค90,49.0,28000.0,จังหวัดสงขลา
1043,ชีสอ๊ะห์ 🧀ahh cheese nabati ขนมข้าวโพดอบกรอบเคลือบชีสสอดใส้ชีส อ๊ะห์ AHH CHEESE ข้าวโพดอบกรอบชีส ahh ข้าวโพดอบกรอบรสชีส,45.0,780.0,จังหวัดสงขลา
1044,ขนมดังบนอินเทอร์เน็ต คุกกี้ป๊อปปิ้ง บิสกิตลูกเล็ก นุ่มกรอบและสอดไส้ด้วยช็อกโกแลต 3 รสชาติ 爆浆曲奇小丸子,6.0,491.0,จังหวัดปทุมธานี
1045,ถูกสุด‼️ ข้าวซอยตัด ตรา99 (6รส) ขนมของฝากภาคเหนือ ส่งตรงจากโรงงาน,23.0,892.0,จังหวัดลำพูน
1046,American Candy & Snacks Mystery Box ขนม usa,200.0,24.0,จังหวัดกรุงเทพมหานคร
1047,evephneney ช็อคโก้บอลลาวา ลาวา ช็อก สอดไส้ ช็อคโกแลตสอดไส้นม เข้มข้นลงตัวฝุดๆ ขนมของคนดัง ✔️300g,75.0,35000.0,จังหวัดกรุงเทพมหานคร
1048,พร้อมส่ง‼️ขนมเบื้องแยกเครื่อง กระต่ายขนมเบื้องDIY  ครีมแน่น กรอบนาน หวานน้อย,40.0,71000.0,จังหวัดกรุงเทพมหานคร
1049,(แบ่งขาย) ขนมชีสบอล/ซุปเปอริง ขนาด 14 กรัม,5.0,162000.0,จังหวัดสงขลา
1050,180 ชิ้น ขนมถุงเสือ ขนมหมู ขนมหมูสุ่ม ถุงขนมสุ่มหมู ถุงสุ่มขนม ขนมถุงหมูพิมรี่พาย ของขวัญ,230.0,14.0,จังหวัดระยอง
1051,ขนม SquidGame แกะน้ำตาล #แกะเพลินแกะสนุก#พร้อมจัดส่งทุกวัน,33.0,77.0,จังหวัดนนทบุรี
1052,ขนมปี๊บแบ่ง ขนมสร้างรายได้ ให้ปริมาณขนมเยอะ ราคาถูก คละได้ 🔥 มีขนมมากกว่าในรูป กดดูในตัวเลือกสินค้าได้เลยค่ะ,12.0,675.0,จังหวัดสงขลา
1053,🎉พร้อมส่ง🍪บีสกิตหมีมินิ🐻เทดดี้แสนอร่อย😋แบ่งขาย ขั้นต่ำ5ห่อ🍬แพคถุงซีลน่ารัก🔆ของว่าง🎉ขนม🥯ของขวัญ🍫บีสกิตเนยนม 🍩บีสกิตช็อกโก,1.0,228000.0,จังหวัดปทุมธานี
1054,Imperial อิมพีเรียล บัตเตอร์คุกกี้ สูตรเดนมาร์ก (กระป๋องเตี้ย) 200 ก. (ขนมของขวัญ),76.0,400.0,จังหวัดสมุทรปราการ
1055,พร้อมส่ง！！ของแท้！！ ปลอดภัย100% ขนมทำเอง DIY ขนมDIY เสริมสมาธิ เสริมจิตนาการ ของเล่นกินได้ อร่อย สนุก มีราคาส่ง,86.0,465.0,จังหวัดกรุงเทพมหานคร
1056,🚨 1 ชิ้น Ahh ขนมข้าวโพดอบกรอบ ชีสแท่ง เคลือบชีส สอดไส้ชีส เคลือบช็อกโกแลต ขนมชีส ชีสแท่ง ข้าวโพดชีส ขนมมาเลย์ ช็อกโกแลต,3.0,305.0,จังหวัดกรุงเทพมหานคร
1057,เบงเบง เวเฟอร์เคลือบ ขนาด 300/264 กรัม (กล่องx12ซอง) เลือกรสชาติได้ (ขนม),49.0,44.0,จังหวัดฉะเชิงเทรา
1058,พร้อมส่ง ขนมมันหนึบ มันหวาน มันม่วงหนึบ ถุงใหญ่ขนาด500g📌📌,69.0,92.0,จังหวัดกรุงเทพมหานคร
1059,ขนมผูกรักไส้ปลาทรงเครื่อง (120 กรัม) กรอบ อร่อย,33.0,78000.0,จังหวัดสตูล
1060,ขนมเส้นหรือล่าเถียว พร้อมทาน(卫龙亲嘴烧、辣条) #พร้อมส่ง# ล่าเถียวเป็นขนมยอดฮิตจากจีน เหมาะสำหรับทานเป็นของว่างหรือกับแกล้ม,5.0,16000.0,จังหวัดกรุงเทพมหานคร
1061,"กล่องสุ่มขนม 9DIAMOND📦 ( ไซส์ S,M,L,XL )",99.0,183.0,จังหวัดขอนแก่น
1062,ขนม แครกเกอร์ มอลคิสท์ บิสกิต Malkist 18 กรัม * 24 ชิ้น บาบิคิว สาหร่าย ออริจินอล,46.0,86.0,จังหวัดเชียงใหม่
1063,เนยกรอบ 5รสชาติ ขนมเนยกรอบ(11-12ชิ้น),20.0,284.0,จังหวัดปทุมธานี
1064,🍦 ขนมไอติมโคนช็อกโกแลต 3 รสชาติ  Chocolate vanila และ Strawberry สอดไส้โอริโอ้ สินค้ามาใหม่ต้องลอง อร่อย แน่นอน 🍦,72.0,88000.0,จังหวัดสงขลา
1065,ขนมโอ๊ตอัดแท่ง 👉 OAT CHOCO 80g ขนมข้าวโอ๊ตอัดแท่ง(Twin Fish) อร่อยกรุบกรอบ ขนมข้าวโอ๊ตอัดแท่ง ขนมข้าวโอ้ตธัญพืชอัดแท่ง,25.0,159.0,จังหวัดสงขลา
1066,Lot ล่าสุด11/ 2022 Nims crispy Choco tub  นำเข้ามาเลเซีย ขนมเคลือบชอคโกแลต ขนมทานเล่น ชอคโก้คริสปี้,85.0,66000.0,จังหวัดสงขลา
1067,ขนมทิวลี่ทวิน 2 บาท ยกแพ็ค 24 ชิ้น,41.0,176.0,จังหวัดสุรินทร์
1068,ขนมยุค90ขนมโบราณเวเฟอร์ตราเซียงไฮแพค15ชิ้น,18.0,856.0,จังหวัดพิษณุโลก
1069,ดัลโกน่า ทัลโกน่า ขนมสุดฮิต squid game (คละลาย)สูตรเกาหลีแท้ ❗❗พร้อมส่งเเล้ว❗❗,14.0,0.0,จังหวัดสมุทรสาคร
1070,ขนมครีมฮอร์น CREAMHORN,35.0,0.0,จังหวัดนครราชสีมา
1071,(พร้อมส่ง‼️) บราวนี่ทูโก🍫 ขนมบราวนี่อบกรอบ ปริมาณ 20 กรัม,15.0,12000.0,จังหวัดกรุงเทพมหานคร
1072,chick : คุ้กกี้มันหวาน (ต้องแช่เย็น) ไร้แป้ง ไร้น้ำตาล(บางรส) นุ่มหนึบ ขนมคลีน chicknkitchen สั่งซื้อขั้นต่ำ150.-,29.0,65000.0,จังหวัดกรุงเทพมหานคร
1073,มิสดรีม คอนเฟล็ค คอนเฟล็ค คอร์นเฟล็ก ขนมปังเนยหนึบ ปังเนย ปังเนยหนึบ บราวนี่ บราวนี่กรอบ สติ๊กกี้ MsDream วอฟเฟอร์ ขนม,35.0,528.0,จังหวัดกรุงเทพมหานคร
1074,🎉(ถูกมาก) Glico Pocky ป๊อกกี้ญี่ปุ่น นำเข้า ขนมยอดนิยม ขนมญี่ปุ่น กรอบ อร่อย 😍,49.0,6000.0,จังหวัดนนทบุรี
1075,ถั่วกรอบแก้ว ถั่วเคลือบน้ำตาล ถั่วลิสง ถั่วกรอบแก้วโรยเกลือ ถั่วและธัญพืช ขนมทานเล่น  อบกรอบ ถั่วกรอบแก้วเม็ดใหญ่,26.0,10000.0,จังหวัดกรุงเทพมหานคร
1076,ปลาหวาน หวานตัวปลาเจ้าเก่าปากน้ำปราณ 150g 💥3 ห่อ 100 บ💥 ปลาหวาน อร่อยชุ่มฉ่ำ หอมเนื้อนุ่ม ไม่คาว ไม่เหม็นหืน (อาหารแห้ง),35.0,66000.0,จังหวัดประจวบคีรีขันธ์
1077,Kanta พร้อมส่งจากไทย ผักและผลไม้อบกรอบ 12 ชนิด ขนาด250g ผักและผลไม้รวมอบแห้ง กระเจี๊ยบเขียวผัก ผักอบกรอบ ธัญพืช ขนม ผักอ,39.0,16000.0,จังหวัดกรุงเทพมหานคร
1078,[ขายดี] Euro ขนมพายสอดไส้ ตรายูโร่ ช็อกโกพาย-แยมราสเบอร์รี่144 กรัม,45.0,446000.0,จังหวัดสมุทรปราการ
1079,ปลาหวาน ปลาหวานตัว เกรด A เนื้อปลา90% ผลิตจากเนื้อปลาไล้กอแท้ ปลาทะเลสด สะอาด 3 รส อร่อย 5 ดาว  คุณภาพส่งออก,29.0,56000.0,จังหวัดราชบุรี
1080,Dark Chocolate ช็อกโกแลตแท้ 50% ปริมาร 60 กรัม Chocobeans,119.0,711.0,จังหวัดกรุงเทพมหานคร
1081,[ลูกค้าใหม่ 1 บาท]‼️New‼️ บราวนี่ถาด 1 ปอนด์ คลาสสิคบราวนี่ ไม่มีไขมันทรานส์ บราวนี่พิซซ่า,87.0,45000.0,จังหวัดขอนแก่น
1082,เม็ดมะม่วงหิมพานต์อบ ขนาด500กรัม เม็ดเต็ม เกรดB อบสดใหม่หอมอร่อย #เม็ดมะม่วงหิมพานต์,139.0,522000.0,จังหวัดสตูล
1083,ช๊อกโกแลตสอดไส้สตอเบอรี่สุดฮิตจากญี่ปุ่น 60กรัม มี3รส นม ชาเขียว ช๊อกโกแลต,35.0,191000.0,จังหวัดกรุงเทพมหานคร
1084,[ขายดี] MALEE เงาะกระป๋อง ขนาด 8.25 oz  234g.,48.0,159000.0,จังหวัดสมุทรปราการ
1085,fluorine  ขนมถุงสุ่ม กว่า100 ชนิด ขนมหมูสุ่ม  ถุงสุ่มขนม ขนมกินเล่นถูกๆ ถุงสุ่มขนม ขนมถุงสุ่ม ขนมขบเคี้ยว ขนมทานเล่น ถุงเซอร์ไพร์ ห่อยักษ์ใหญ่,243.0,62.0,ต่างประเทศ
1086,ขนมโยเกิร์ตก้อน โยเกิร์ตกรอบ ขนมอร่อย โยเกิร์ตสมูทตี้อบกรอบ เปรี้ยวหวาน กรอบฟู 45g,45.0,951.0,จังหวัดกรุงเทพมหานคร
1087,N Waffle 🧇 ขนมวาฟเฟิลเบลเยี่ยมพร้อมทาน 1 ชิ้น (ผลิตสดใหม่ตามออเดอร์ ชิ้นใหญ่คุ้มค่า),19.0,31000.0,จังหวัดกรุงเทพมหานคร
1088,ขนมสอดไส้ครีมรส ช็อคโกแลต triangle snack ไตรแองเกิล สแน็ค 8 กรัม x 24 ชิ้น ตรา แดท แดท,44.0,739.0,จังหวัดเชียงใหม่
1089,🔥 พร้อมส่ง🔥 คุ้กกี้พระราชวัง (หลอด) white castle จากมาเล เวเฟอร์พระราชวัง ขนมโอโจ้,32.0,4000.0,จังหวัดสงขลา
1090,‼️New‼️Matcha Green Tea Brownies 🍵ขนม มัทฉะบราวนี่ บราวนี่ชาเขียว หวานน้อย ไร้ไขมันทรานส์ ดีต่อสุขภาพ,19.0,3000.0,จังหวัดขอนแก่น
1091,🔥ราคาพิเศษ🔥ไฮโคล่าลูกอมอัดเม็ดขนมฮิต ทุบก่อนกิน พ่นควัน เเพ็ค( 24 ซอง ) เเผงเเขวน✅,22.0,14000.0,จังหวัดสุพรรณบุรี
1092,[4.4 โค้ด 44FMCG120 ลด12%]🎉พร้อมส่ง🎉Hershey's Moji cookei เฮอร์ชี่โมจิ คุ๊กกี้ ขนมเกาหลี คุ๊กกี้นุ่มสอดไส้ โมจิ อร่อย สไ,165.0,459.0,จังหวัดระยอง
1093,NEW‼️ขนมยอดฮิต Black cookies คุกกี้ดับเบิ้ลช็อคโกแลต มี 2 ไส้ ดาร์คช็อค ไวท์ช็อค 9 ชิ้น พร้อมส่ง❤️,99.0,202.0,จังหวัดกรุงเทพมหานคร
1094,รสเผ็ดเป็ดคอ ขนมรสหมาล่า 42g 亲零嘴 风干鸭脖,18.0,127000.0,จังหวัดสมุทรปราการ
1095,(哈根达斯冰淇淋桶 ) Highgen-Dass ไอติมแท่งกรอบ ขนมไอศกรีมสอดไส้บิสกิต [ถูกที่สุด พร้อมส่ง] มี3 รสชาติ,75.0,346.0,จังหวัดกรุงเทพมหานคร
1096,ขนมลา ขนมลาแผ่นนิ่ม ขนมพื้นบ้านนครศรีธรรมราช ของดีภาคใต้ ทำสดใหม่ทุกวัน มีบริการเก็บเงินปลายทาง,37.0,173.0,จังหวัดนครศรีธรรมราช
1097,ขนมยุค90ขนมโบราณขนมหาทานยากยิ้ม ยิ้มขนมปังจิ้มครีมรสโกโก้2บ.แพค12ซอง,25.0,143.0,จังหวัดพิษณุโลก
1098,ขนมโบราณยุค90ทุกอย่าง10บาท #พร้อมส่ง,10.0,42000.0,จังหวัดสมุทรปราการ
1099,คุ้มสุดคุ้ม กล่องสุ่มขนมนำเข้าจากประเทศจีนพรีเมี่ยม🍪🍰,99.0,3.0,จังหวัดกรุงเทพมหานคร
1100,"ช็อกบอลวาลา,ขนมสุดฮิต,ไส้เน้นๆอร่อยสุดๆ",15.0,519.0,จังหวัดเชียงราย
1101,"ขนมลูกเต๋าไส้ถั่วสูตรโบราณ,ขนมลูกเต๋า แพ็ค 10 ชิ้น,ขนมอร่อยเมืองเพชรบุรี",35.0,129000.0,จังหวัดเพชรบุรี
1102,Choco&cofee บิสกิต ขนมยุค90,49.0,28000.0,จังหวัดสงขลา
1103,ชีสอ๊ะห์ 🧀ahh cheese nabati ขนมข้าวโพดอบกรอบเคลือบชีสสอดใส้ชีส อ๊ะห์ AHH CHEESE ข้าวโพดอบกรอบชีส ahh ข้าวโพดอบกรอบรสชีส,45.0,780.0,จังหวัดสงขลา
1104,ขนมดังบนอินเทอร์เน็ต คุกกี้ป๊อปปิ้ง บิสกิตลูกเล็ก นุ่มกรอบและสอดไส้ด้วยช็อกโกแลต 3 รสชาติ 爆浆曲奇小丸子,6.0,491.0,จังหวัดปทุมธานี
1105,ถูกสุด‼️ ข้าวซอยตัด ตรา99 (6รส) ขนมของฝากภาคเหนือ ส่งตรงจากโรงงาน,23.0,892.0,จังหวัดลำพูน
1106,American Candy & Snacks Mystery Box ขนม usa,200.0,24.0,จังหวัดกรุงเทพมหานคร
